71	81	24
125	81	41
300	81	42
106	161	46
801	161	47
330	561	72
531	561	24
67	881	35
514	881	46
281	961	49
677	961	41
783	961	46
2	1121	42
517	1121	62
608	1121	21
77	1281	68
486	1281	45
220	1361	53
638	1441	42
711	1441	79
547	1521	22
709	1521	78
741	1681	24
5	1921	69
573	1921	66
10	2001	35
11	2161	53
330	2161	68
42	2321	25
674	2481	64
772	2481	34
186	2561	72
161	2641	73
609	2641	24
741	2641	64
237	2801	34
634	2881	47
683	2881	55
69	2961	28
158	2961	33
310	2961	31
360	2961	66
481	2961	36
793	2961	47
223	3041	55
264	3121	50
386	3281	79
651	3281	28
286	3441	54
4	3521	44
116	3521	24
462	3521	53
530	3521	44
675	3601	75
156	3681	54
16	3761	47
511	3841	48
768	3841	25
418	3921	22
108	4001	34
591	4001	78
600	4081	27
222	4241	69
211	4321	29
795	4321	49
645	4401	49
380	4481	21
195	4561	53
583	4561	74
755	4721	25
150	4801	77
483	4961	35
633	4961	40
469	5121	79
546	5201	63
397	5281	30
508	5361	31
99	5521	24
91	5601	59
594	5601	59
679	5601	68
787	5681	80
448	5841	66
690	6001	20
140	6081	59
718	6081	36
763	6161	44
583	6241	44
109	6481	78
85	6561	43
394	6561	28
376	6641	74
609	6641	46
644	6641	63
250	6721	52
630	6721	71
422	6961	30
535	6961	24
197	7121	22
374	7121	50
477	7121	32
114	7281	24
222	7521	55
472	7601	58
731	7841	23
663	7921	44
385	8001	38
769	8081	38
367	8161	21
67	8321	73
240	8321	45
255	8321	55
304	8401	32
389	8401	44
547	8401	61
793	8481	42
309	8721	40
367	8721	67
71	9041	25
524	9121	27
88	9201	72
395	9201	64
705	9281	78
455	9521	50
733	9521	24
537	9601	58
310	9681	33
636	9761	52
712	9761	41
189	9841	51
621	10081	37
43	10161	44
721	10241	43
208	10321	35
754	10401	76
419	10481	43
324	10561	23
630	10561	70
714	10561	44
788	10641	62
509	10801	35
110	10881	55
382	10881	74
600	10881	29
738	10881	33
737	11121	67
473	11201	36
521	11521	23
344	11681	51
758	11681	57
115	11841	40
1	12081	75
445	12321	68
707	12401	51
369	12561	21
597	12561	31
253	12801	52
547	12961	62
408	13041	69
504	13041	69
639	13041	32
801	13041	45
625	13121	60
713	13121	32
773	13121	71
631	13201	24
321	13281	68
585	13281	21
94	13361	49
471	13361	62
274	13521	47
669	13521	57
160	13601	37
314	13841	80
508	13841	63
698	14001	76
124	14081	40
399	14081	63
571	14081	45
395	14241	77
211	14321	58
752	14321	27
600	14401	80
305	14481	43
518	14481	62
178	14561	42
479	14721	73
220	14801	43
172	14881	61
348	14881	44
334	14961	66
422	14961	43
505	14961	54
629	14961	49
694	15041	41
191	15121	62
385	15121	74
553	15121	44
562	15121	67
617	15201	42
96	15441	33
280	15441	33
61	15601	71
559	15601	45
751	15681	49
729	16001	47
733	16081	75
130	16161	31
339	16161	47
176	16321	33
503	16321	55
566	16321	38
797	16481	59
4	16641	27
571	16641	72
318	16801	67
734	16801	20
219	16881	44
596	16881	39
173	16961	53
246	16961	70
7	17201	43
155	17281	54
291	17361	38
566	17361	47
47	17521	61
652	17601	42
598	17681	59
578	17761	40
425	17841	36
302	17921	32
648	18001	52
558	18081	36
774	18081	46
557	18161	63
739	18161	75
601	18241	76
379	18401	68
346	18481	60
76	18561	32
638	18561	28
29	18721	65
129	18721	55
176	18721	67
510	18721	40
94	18801	41
230	19281	24
725	19361	67
341	19521	58
799	19521	30
496	19681	42
147	19761	36
31	20001	20
174	20081	65
581	20081	21
522	20161	40
662	20161	40
513	20241	37
648	20241	45
652	20401	36
117	20561	73
191	20641	76
144	20801	46
229	20881	64
363	20881	59
547	20881	69
717	20881	62
723	20881	55
562	21121	27
481	21281	75
221	21441	24
794	21601	30
110	21681	56
171	21681	59
701	21681	73
436	21761	71
76	21841	56
646	21841	41
761	21841	74
48	22001	23
410	22001	41
786	22001	51
83	22081	61
250	22161	80
475	22321	69
506	22321	21
328	22401	29
496	22401	20
266	22481	54
210	22561	35
269	22561	33
584	22561	32
435	22721	26
111	22801	69
207	22801	36
429	22801	42
60	22881	62
583	23041	40
155	23281	25
170	23281	45
675	23281	70
691	23361	51
755	23361	67
463	23441	56
124	23601	48
693	23601	39
254	23761	61
741	23761	21
100	23841	59
439	23841	51
107	23921	28
288	24001	68
736	24001	53
20	24081	52
177	24081	44
462	24161	42
296	24401	28
295	24481	49
394	24481	48
373	24561	62
745	24561	79
367	24641	38
309	24961	57
124	25121	52
295	25121	55
487	25201	22
114	25281	64
382	25361	62
266	25441	68
332	25521	54
539	25521	58
254	25681	27
422	25681	43
741	25681	48
65	25921	75
102	26001	48
225	26001	51
339	26001	79
692	26001	52
591	26081	57
760	26081	27
165	26241	60
289	26241	45
626	26241	44
421	26321	43
659	26321	57
166	26401	70
632	26401	48
109	26481	80
641	26481	52
391	26561	47
732	26561	28
294	26641	68
24	26721	73
278	26721	56
589	27361	32
411	27441	76
262	27601	71
356	27601	20
539	27681	61
225	27761	64
510	27761	59
628	27761	47
430	27841	55
755	28161	23
443	28241	56
5	28321	33
772	28321	79
761	28401	66
168	28481	29
412	28481	33
633	28561	38
146	28641	25
481	28641	52
694	28641	64
578	28801	49
386	28881	74
451	28961	31
796	28961	34
462	29041	45
125	29121	43
406	29121	45
798	29121	63
130	29201	72
409	29281	49
636	29281	78
549	29441	29
349	29521	47
75	29761	64
754	29761	41
324	29841	47
774	30001	67
189	30321	59
348	30321	77
483	30321	22
563	30321	40
700	30321	38
209	30401	52
363	30481	43
192	30641	73
292	30641	48
55	30961	45
109	30961	50
298	31201	74
569	31201	21
219	31281	32
773	31281	36
450	31361	60
491	31361	25
523	31601	49
336	31841	79
54	31921	61
12	32081	46
107	32081	37
350	32161	75
120	32481	47
451	32641	74
177	32721	80
151	32801	30
183	32801	61
602	32801	53
531	32881	58
174	33041	33
436	33041	54
208	33121	24
629	33121	47
694	33121	29
778	33201	28
507	33281	69
466	33361	40
52	33521	47
654	33521	28
764	33681	77
228	33761	40
172	33841	72
289	33841	56
89	33921	21
323	33921	52
58	34241	38
556	34321	66
133	34401	29
432	34401	33
9	34481	58
135	34561	26
450	34561	20
465	34721	37
57	34801	23
426	34881	54
593	34881	34
181	35041	74
299	35041	35
36	35121	69
543	35201	55
179	35361	23
268	35361	67
636	35361	53
156	35441	29
165	35441	31
492	35441	35
37	35601	67
