314	1	28
250	81	48
236	241	75
519	241	52
531	321	21
318	401	56
513	561	21
457	641	26
134	721	23
47	801	72
101	881	63
293	961	59
288	1041	22
51	1121	54
119	1121	40
320	1121	34
757	1121	34
698	1361	54
254	1521	36
431	1521	74
641	1521	69
800	1761	79
191	1841	27
408	1921	52
780	2241	38
134	2561	65
344	2561	25
341	2641	64
272	2721	64
796	2721	57
394	2801	41
577	3041	52
748	3041	54
363	3121	40
684	3281	27
663	3361	43
800	3361	67
75	3441	67
318	3441	31
503	3601	33
95	3681	20
290	3681	30
625	3681	49
51	3761	63
209	3761	68
69	4001	56
439	4001	36
326	4081	70
572	4081	52
204	4161	76
401	4241	45
654	4401	62
561	4481	79
78	4561	56
728	4641	21
108	4721	72
628	4721	36
692	4881	30
4	5041	64
194	5121	64
405	5201	22
662	5281	75
269	5361	56
649	5361	52
662	5441	74
611	5521	68
738	5601	45
625	5681	66
263	5761	72
90	5841	67
503	5841	24
65	5921	59
155	5921	26
723	5921	25
172	6001	54
407	6081	73
725	6081	34
80	6241	62
132	6241	23
414	6241	56
325	6561	45
161	6641	21
450	6641	25
684	6641	34
315	6721	60
137	6801	37
138	6881	72
207	6881	30
166	7121	67
438	7121	68
300	7201	69
15	7361	78
262	7361	23
481	7361	45
597	7361	25
376	7521	50
98	7601	46
275	7761	77
444	7761	41
687	7761	62
26	7841	69
417	7841	70
485	8001	47
69	8081	71
168	8161	50
301	8161	46
347	8161	62
667	8161	40
49	8241	58
393	8321	47
704	8321	34
77	8481	23
37	8561	30
387	8561	25
779	8561	59
116	8641	56
189	8721	76
477	8801	68
159	9121	44
683	9121	74
760	9121	58
728	9201	53
355	9281	61
481	9281	68
577	9361	47
784	9361	32
56	9441	22
355	9521	24
675	9521	27
594	9601	23
299	9681	78
439	9761	46
551	9761	24
66	9841	33
237	9841	36
447	9921	80
76	10001	72
144	10081	65
132	10401	33
308	10401	50
84	10481	43
182	10481	33
663	10561	34
652	10721	64
696	10801	57
735	10801	24
689	10881	80
393	10961	39
153	11121	44
100	11361	22
53	11521	53
688	11521	44
455	11601	64
553	11601	22
379	11681	50
571	11681	45
343	11761	20
283	11841	34
476	11841	39
734	11841	49
788	11921	25
214	12001	65
429	12001	51
644	12001	75
659	12161	62
319	12241	58
404	12481	63
587	12481	31
401	12641	79
294	12801	31
742	12881	43
38	12961	58
400	13041	78
282	13121	27
378	13121	53
444	13201	68
437	13281	27
196	13361	51
303	13361	61
578	13361	52
331	13521	35
443	13681	26
631	13681	65
554	13761	56
612	13841	27
211	13921	70
403	13921	80
418	14081	65
510	14081	65
184	14161	24
273	14161	27
587	14161	73
720	14161	48
774	14321	80
53	14481	33
497	14481	32
234	14561	73
636	14561	24
193	14641	44
795	14721	23
341	14801	29
481	14881	60
404	14961	59
302	15201	41
777	15201	44
625	15361	80
712	15361	35
104	15441	66
679	15441	80
345	15521	26
578	15601	44
796	15761	57
638	15841	80
101	16001	62
370	16001	22
115	16081	29
296	16081	57
495	16081	51
709	16241	77
136	16321	43
30	16481	35
403	16561	60
49	16641	75
301	16641	45
3	16721	74
355	16721	49
505	16801	36
549	16881	67
102	17041	40
483	17041	26
401	17281	68
670	17521	80
451	17601	50
509	17681	32
537	17921	71
402	18161	44
702	18161	53
191	18241	43
659	18481	58
235	18561	39
376	18561	56
32	18641	60
125	18641	32
392	18641	43
325	18881	80
551	18961	60
114	19361	29
732	19521	67
114	19601	38
120	19681	69
185	19681	72
772	19841	80
766	19921	71
411	20001	20
733	20241	28
794	20401	65
511	20481	50
