43	1	76
524	81	66
592	81	74
798	161	46
379	321	48
385	561	21
196	641	67
72	721	75
203	721	28
305	721	23
535	721	20
596	721	22
325	881	35
619	881	47
115	1041	49
516	1121	80
697	1121	30
74	1201	79
634	1201	24
543	1281	68
321	1361	23
64	1521	23
633	1521	75
361	1921	23
125	2001	34
475	2161	79
673	2321	32
368	2481	31
290	2561	66
207	2641	67
345	2641	61
419	2881	27
740	3041	31
518	3121	58
354	3361	33
136	3441	77
161	3441	22
435	3441	71
733	3441	53
435	3521	37
80	3681	46
706	3761	50
153	3921	72
172	4001	55
343	4001	46
587	4001	33
209	4081	34
219	4161	34
800	4161	70
401	4241	67
192	4321	43
405	4481	55
192	4881	39
489	5041	25
624	5041	40
317	5121	33
503	5121	20
633	5121	74
143	5201	33
700	5361	54
243	5521	51
98	5601	29
800	5601	58
32	5681	28
81	5681	60
145	5761	68
269	5761	28
539	5761	47
480	6081	74
359	6161	23
685	6321	58
358	6481	59
161	6561	48
388	6561	34
625	6641	46
113	6801	48
215	6961	20
288	7041	34
331	7121	75
58	7201	40
533	7281	75
192	7361	68
81	7521	21
338	7521	26
450	7521	29
34	7601	38
178	7681	63
361	7681	55
150	7761	36
710	7761	37
171	7841	64
420	7841	62
121	7921	66
242	7921	61
762	8001	68
110	8081	31
217	8241	44
116	8321	62
478	8321	36
627	8321	77
712	8401	27
369	8481	69
240	8641	70
76	8721	39
539	8721	31
198	8801	41
452	8801	54
502	8801	65
647	8801	30
24	8961	45
193	9041	65
665	9041	21
44	9121	76
166	9281	63
760	9281	57
223	9601	58
494	9601	21
759	9601	57
225	9681	72
702	9681	44
481	9761	72
708	9761	31
514	9841	56
749	9841	63
184	9921	55
311	9921	28
591	10001	77
13	10081	65
474	10241	50
488	10241	72
34	10321	73
431	10481	41
279	10561	60
765	10561	44
401	10721	21
692	10721	20
14	10801	50
223	11041	38
357	11041	63
132	11121	66
787	11121	68
341	11361	78
558	11361	69
202	11441	39
401	11441	72
570	11441	22
100	11601	76
595	11681	58
404	11761	63
612	11761	61
736	11761	47
143	11921	46
129	12081	70
415	12081	37
10	12241	60
357	12321	48
744	12321	76
467	12481	76
546	12481	68
154	12721	52
758	12721	60
140	12881	77
227	12881	44
444	12881	67
631	12881	47
585	13041	69
145	13121	48
217	13201	52
565	13201	50
771	13281	55
319	13361	62
428	13521	58
324	13601	56
526	13601	21
576	13601	33
516	13761	62
681	13761	52
461	13921	45
111	14001	76
271	14001	76
758	14081	25
485	14321	45
743	14321	29
346	14401	48
113	14641	33
26	14721	52
193	14721	62
206	14881	78
471	14961	78
188	15121	43
320	15121	31
