619	241	48
434	321	48
262	401	75
613	401	37
39	561	50
634	561	80
190	641	63
552	641	64
797	721	56
220	801	70
696	801	25
585	881	69
736	881	22
243	961	66
482	961	32
774	961	77
249	1041	42
787	1361	27
483	1521	20
576	1521	67
791	1521	25
269	1681	69
778	1681	68
179	1761	68
683	1761	72
791	1761	30
529	1841	73
661	1841	31
382	1921	57
199	2081	27
142	2241	70
186	2321	21
289	2321	26
328	2321	30
301	2401	59
569	2481	68
75	2561	25
202	2561	35
283	2561	23
535	2561	53
118	2641	45
426	2641	44
654	2801	48
725	2961	53
125	3121	38
416	3121	48
97	3201	45
604	3201	67
218	3281	40
157	3521	31
384	3521	22
478	3601	74
367	3841	38
446	3921	61
306	4161	36
592	4321	29
644	4401	47
173	4481	30
398	4481	51
456	4481	79
364	4561	77
230	4641	76
260	4801	49
170	4881	79
520	5121	69
685	5121	33
67	5201	32
620	5521	75
16	5601	29
267	5601	21
416	5601	26
760	5601	42
258	5681	27
637	5761	67
537	5841	46
388	5921	65
774	5921	73
213	6001	43
160	6081	53
154	6241	29
602	6241	22
303	6321	55
675	6321	35
11	6481	34
188	6481	67
542	6481	45
53	6641	27
203	6641	67
613	6641	22
795	6641	60
467	6721	59
271	6801	68
757	6881	34
237	6961	49
468	7041	23
329	7201	53
554	7201	48
535	7521	45
178	7681	71
84	7761	56
751	7841	31
189	7921	26
209	8241	37
512	8241	43
292	8401	67
187	8561	40
484	8641	40
646	8721	80
305	8881	23
358	8881	34
739	8881	24
585	9121	73
801	9121	80
397	9281	22
513	9281	29
631	9281	77
40	9361	78
327	9361	58
471	9441	29
53	9521	55
773	9761	71
660	9921	41
42	10001	59
534	10081	74
43	10321	41
752	10321	48
223	10561	62
71	10801	40
504	10881	57
161	10961	41
496	11041	41
80	11121	26
162	11281	24
482	11281	40
644	11281	20
733	11441	57
762	11521	24
218	11601	73
383	11761	44
534	11761	41
326	11841	61
606	11921	80
577	12001	42
283	12161	20
290	12241	43
358	12401	42
61	12561	43
744	12561	65
298	12641	79
365	12641	80
327	12721	76
437	12721	58
583	12721	38
292	12881	42
516	12881	77
710	12881	40
641	12961	50
154	13041	34
763	13041	58
153	13201	27
328	13201	79
652	13201	64
359	13441	61
667	13441	50
800	13521	39
160	13761	34
70	13841	63
726	13841	69
518	14081	70
136	14241	52
786	14241	35
81	14321	24
579	14481	23
339	14561	76
495	14561	66
620	14561	38
655	14561	22
132	14641	62
353	14881	51
770	15041	29
315	15121	52
581	15201	58
552	15361	59
129	15601	26
772	15761	30
527	15841	38
622	15841	26
162	16081	25
170	16161	24
1	16241	27
550	16241	31
528	16401	80
798	16401	64
566	16481	71
112	16561	59
456	16561	22
527	16561	58
159	16641	38
187	16641	59
546	16641	42
387	16721	49
665	16721	27
100	16801	34
34	16881	58
64	16961	45
784	16961	64
635	17441	64
411	17521	79
774	17601	34
157	17681	69
195	17761	32
285	17761	56
215	17841	21
349	17841	33
569	17841	40
687	17841	26
9	18081	61
477	18241	52
274	18401	46
617	18401	23
687	18401	50
734	18401	27
328	18481	42
605	18641	40
705	18641	51
782	18641	71
222	18801	55
629	18881	24
775	18881	43
314	18961	50
738	19041	57
235	19201	74
569	19201	74
174	19281	52
372	19361	29
148	20081	66
540	20081	49
438	20161	50
225	20241	75
552	20401	67
684	20481	77
392	20561	62
373	20641	24
682	20641	23
46	20721	78
183	20881	72
189	20961	50
608	20961	38
506	21121	38
416	21201	33
430	21361	51
308	21441	70
33	21521	70
40	21681	42
411	21681	80
573	21681	49
379	21761	67
168	21921	21
572	22001	21
619	22081	79
37	22161	61
119	22241	27
673	22561	57
279	22641	28
677	22641	36
73	22881	57
217	22881	35
308	22881	38
555	22881	46
774	22961	32
218	23041	28
461	23121	31
190	23201	40
636	23201	60
575	23281	23
531	23361	76
277	23441	39
278	23601	72
434	23601	51
678	23761	32
463	24081	63
711	24241	36
7	24561	24
182	24561	39
586	24721	23
760	24721	24
367	24801	62
686	24801	56
277	24961	30
538	24961	34
618	24961	65
717	24961	58
594	25041	62
349	25121	30
631	25121	75
229	25361	75
143	25601	76
102	25761	28
260	25841	60
386	25841	68
526	25841	39
37	25921	65
126	25921	36
479	26161	69
740	26321	27
574	26481	64
696	26481	22
699	26561	65
133	26801	59
748	26801	55
336	27041	36
48	27121	36
273	27201	40
533	27281	21
792	27281	35
457	27521	33
613	27521	62
273	27601	54
62	27681	39
327	27681	55
237	27761	65
710	27921	29
616	28001	20
530	28081	28
284	28161	34
341	28161	74
482	28161	28
391	28321	69
585	28321	45
27	28401	76
371	28401	41
503	28401	69
441	28481	77
653	28481	32
436	28561	78
584	28641	41
43	28721	75
87	28801	22
311	28801	52
393	29041	56
68	29121	32
